php技术部门主管,深圳龙霸网络技术有限公司,12000-20000,大专,['五险一金', '包住', '年底双薪']
php程序员,深圳市猛狼科技有限公司,8000-12000,本科,['五险一金', '包住', '周末双休']
PHP软件工程师,真天然（深圳）食品有限公司,面议,不限,['五险一金', '加班补助']
PHP开发工程师,深圳粤联信网络科技有限公司,5000-7000,不限,['五险一金', '年底双薪']
PHP技术员/程序员,深圳龙霸网络技术有限公司,6000-10000,大专,['五险一金', '周末双休', '年底双薪', '话补', '包住']
PHP主管,深圳龙霸网络技术有限公司,10000-15000,大专,['五险一金', '包住', '年底双薪']
PHP或ASP程序员双休,深圳市深一知识产权代理有限公司,面议,不限,['五险一金', '年底双薪', '交通补助']
招php技术不加班,深圳市深一网络科技有限公司,面议,大专,['五险一金', '年底双薪', '周末双休', '交通补助', '加班补助']
高薪急聘php工程师,深圳市捎带网络科技有限公司,8000-15000,不限,['话补', '交通补助', '饭补']
招PHP工程师,深圳市高巨电子有限公司,6000-12000,大专,['五险一金', '周末双休']
高薪PHP工程师,深圳市宝安区西乡街道绘哆乐培训工作室,面议,大专,['加班补助']
PHP开发工程师,深圳市禾葡兰化妆品有限公司,9000-15000,大专,['五险一金', '饭补']
PHP高级开发工程师,深圳华煜文化产业发展有限公司,9000-16000,本科,['五险一金', '包吃', '周末双休', '房补', '交通补助']
php开发,深圳市征铭科技有限公司,面议,大专,['包住']
php开发工程师3年经验,深圳市铂乐网络科技有限公司,10000-20000,大专,['五险一金']
php程序员,深圳市特斯在线网络科技有限公司,面议,不限,['五险一金']
PHP技术开发工程师,深圳市紫隆网络科技有限公司,10000-15000,大专,['五险一金', '年底双薪']
高薪php程序开发双休,深圳米联微视科技有限公司,5000-8000,大专,['五险一金', '年底双薪', '加班补助']
PHP程序员,广东到门口区块链科技有限公司,6000-12000,不限,['五险一金']
PHP高级程序员,深圳贵族电子商务有限公司,8000-16000,不限,['包吃', '加班补助', '五险一金']
PHP开发工程师,德普瑞,面议,大专,['五险一金', '周末双休']
高薪php工程师,深圳市海富国泰股权投资基金管理有限公司,8000-16000,大专,['五险一金', '房补']
